Registration No,Generic name,Trade name,Strength value,Unit of strength ,Dosage Form,Route of Administration,Volume,Unit of volume,Package type,Shelf-life (mon),Package size,Legal status,Product control,Storage conditions,ATCvet,Target Animals,Type,Withdrawal Period (days),Manufacturer name,Country of Manufacturer,Marketing Company,Nationality,MAH (Agent name),Authorization status,Marketed,Marketing status
4000016002401,Sulphaquinoline Sodium,Quinovet,250,mg/ml,Oral solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Horse, Poultry, Rabbit","meat, broilers","12, 28",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002402,Sulphaquinoline Sodium,Quinovet,250,mg/ml,Oral solution,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Horse, Poultry, Rabbit","meat, broilers","12, 28",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002501,Albendazole,Albevet 2.5%,25,mg/ml,Oral suspension,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QP52AC11,"Camel, Cattle, Goat, Sheep",meat,"cattle: 27, sheep: 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002502,Albendazole,Albevet 2.5%,25,mg/ml,Oral suspension,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QP52AC11,"Camel, Cattle, Goat, Sheep",meat,"cattle: 27, sheep: 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002601,Amprolium,Amprocidia,250,mg/ml,Oral solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QP51AX09,"Calf, Kid, Lamb, Poultry","meat, egg","7, 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002602,Amprolium,Amprocidia,250,mg/ml,Oral solution,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QP51AX09,"Calf, Kid, Lamb, Poultry","meat, egg","7, 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002603,Amprolium,Amprocidia,250,mg/ml,Oral solution,Oral,250,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QP51AX09,"Calf, Kid, Lamb, Poultry","meat, egg","7, 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002701,Bromhexine,Bisolvet 0.5%,5,mg/ml,Oral liquid,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QR05CB02,"Cattle, Poultry",meat,"Cattle: 5, Poultry: 3",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002702,Bromhexine,Bisolvet 0.5%,5,mg/ml,Oral liquid,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QR05CB02,"Cattle, Poultry",meat,"Cattle: 5, Poultry: 3",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
3600016002801,Pentosan Polysulfate Sodium,Pentosan,250,mg/ml,Solution for injection,Intramuscular,6,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QC05BA04,Horse,meat,28,Nature Vet Pty Ltd,AUSTRALIA,Nature Vet Pty Ltd,AUSTRALIA,National veterinary company,Valid,Marketed,Marketed
4000016002901,"Vitamins, Minerals",Multi-M,,,Powder for oral solution,Oral,200,g,Sachet,24,1,OTC,Uncontrolled,Store below 25°C,QA11JB,Poultry,0,0,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002902,"Vitamins, Minerals",Multi-M,,,Powder for oral solution,Oral,500,g,Sachet,24,1,OTC,Uncontrolled,Store below 25°C,QA11JB,Poultry,0,0,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002903,"Vitamins, Minerals",Multi-M,,,Powder for oral solution,Oral,1000,g,Sachet,24,1,OTC,Uncontrolled,Store below 25°C,QA11JB,Poultry,0,0,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016000701,Ivermectin,Tectin,10,mg/ml,Solution for injection,Subcutaneous,10,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QP54AA01,"Camel, Cattle, Goat, Sheep",meat,"Camel, Cattle: 35, Sheep: 42",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016000702,Ivermectin,Tectin,10,mg/ml,Solution for injection,Subcutaneous,50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QP54AA01,"Camel, Cattle, Goat, Sheep",meat,"Camel, Cattle: 35, Sheep: 42",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016000703,Ivermectin,Tectin,10,mg/ml,Solution for injection,Subcutaneous,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QP54AA01,"Camel, Cattle, Goat, Sheep",meat,"Camel, Cattle: 35, Sheep: 42",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
7240026000901,Oxytetracycline,Oxytetracyclina 200 L.A.,200,mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA06,"Cattle, Sheep, Goat","meat, milk","28, 10",Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026003001,"Cephalexin Monohydrate, Gentamicin Sulphate",Mastilex,"35, 3.5",mg/ml,Solution for injection,Intramammary,10,ml,Vial,24,24,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep, Goat","meat, milk","30, 10",Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026001201,Tylosin Base,Tilosina 200 gonadexil,200,mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ51FA90,Cattle,meat,21,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026003101,Cloxacillin Benzothine,Mamisec-cloxa,500,mg,Suspension for injection,Intramammary,10,g,Intramammary syringe,24,4,Prescription,Uncontrolled,Store below 25°C,QJ51CF02,"Cattle, Sheep, Goat",meat,28,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026003201,Chlortetracycline Hydrochloride ,Orondo Spray,2,%,"Cutaneous spray, solution",Topical,250,ml,Spray container,48,1,Prescription,Uncontrolled,Store below 25°C,QD06AA02,"Cattle, Sheep, Goat, Horse, Birds, Cat, Dog",,,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
6820016003301,Tilmicosin,Tilmosav,250,mg/ml,Oral solution,Oral,120,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01FA91,Poultry,meat,14,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
6820016000302,Colistin Sulphate,Coli Sav,1000000,IU/ml,Oral solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01XB01,"Goat, Poultry, Sheep",meat,7,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
4000016001201,Tylosin Tartarate,Tylorate,200,mg/ml,Solution for injection,Intramuscular,50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ51FA90,"Cattle, Sheep, Goat","meat, milk","28, 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016001202,Tylosin Tartarate,Tylorate,200,mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ51FA90,"Cattle, Sheep, Goat","meat, milk","28, 7",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
3600016003401,Ketamine hydrochloride,Ketamidor 10%,100,mg,Solution for injection,Intramuscular,10,ml,Vial,24,,Prescription,Controlled,Store below 25°C,QN01AX03,"Cat, Cattle, Dog, Goat, Horse, Sheep",meat,1,Richter Pharma,AUSTRALIA,Richter Pharma,AUSTRALIA,National veterinary company,Valid,Marketed,Marketed
4000016003501,Ampicillin Trihydrate,Ampivet 20%,200,,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01CA01,"Cattle, Horse, Poultry, Sheep",meat,14,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003502,Ampicillin Trihydrate,Ampivet 20%,200,,Powder for oral solution,Oral,500,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01CA01,"Cattle, Horse, Poultry, Sheep",meat,14,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003503,Ampicillin Trihydrate,Ampivet 20%,200,,Powder for oral solution,Oral,1000,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01CA01,"Cattle, Horse, Poultry, Sheep",meat,14,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003601,"Trimethoprim, Sulfaquinoxaline",Quinoprim,"165, 500",,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01EW16,Poultry,meat,12,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003602,"Trimethoprim, Sulfaquinoxaline",Quinoprim,"165, 500",,Powder for oral solution,Oral,500,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01EW16,Poultry,meat,12,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003603,"Trimethoprim, Sulfaquinoxaline",Quinoprim,"165, 500",,Powder for oral solution,Oral,1000,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01EW16,Poultry,meat,12,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
5600016000601,Gentamicin Sulphate,Genta 50,50,mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QJ01GB03,"Cat, Dog, Horse",,,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
4000026002301,Toltrazuril,Tolicox,25,mg/ml,Oral solution,Oral,200,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QP51AJ01,Poultry,meat,5,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026002302,Toltrazuril,Tolicox,25,mg/ml,Oral solution,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QP51AJ01,Poultry,meat,5,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026002303,Toltrazuril,Tolicox,25,mg/ml,Oral solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QP51AJ01,Poultry,meat,5,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026003701,Clopidol,Jopidol,125,mg/ml,Powder for oral solution,Oral,1000,g,Sachet,36,1,Prescription,Uncontrolled,Store below 30°C,,Poultry,meat,7,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000401,Doxycycline ,Doxycycline 10%,100,mg/kg,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA02,Poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000402,Doxycycline ,Doxycycline 10%,100,mg/kg,Powder for oral solution,Oral,500,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA02,Poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000403,Doxycycline ,Doxycycline 10%,100,mg/kg,Powder for oral solution,Oral,1000,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA02,Poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000404,Doxycycline ,Doxycycline 20%,200,mg/kg,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA02,Poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000405,Doxycycline ,Doxycycline 20%,200,mg/kg,Powder for oral solution,Oral,500,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA02,Poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000406,Doxycycline ,Doxycycline 20%,200,mg/kg,Powder for oral solution,Oral,1000,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA02,Poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026003501,Ampicillin Trihydrate,Ampicillin 20%,200,,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01CA01,"Calf, Poultry",meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000201,Ascorbic acid,Vitamin C 25%,250,mg/g  ,Powder for oral solution,Oral,100,g,Sachet,24,1,OTC,Uncontrolled,Store below 30°C,QA11GA01,"Cattle, Poultry, Sheep",,,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000202,Ascorbic acid,Vitamin C 25%,250,mg/g  ,Powder for oral solution,Oral,1000,g,Jar,24,1,OTC,Uncontrolled,Store below 30°C,QA11GA01,"Cattle, Poultry, Sheep",,,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026000203,Ascorbic acid,Vit C 50%,500,mg/g  ,Powder for oral solution,Oral,1000,g,Jar,24,1,OTC,Uncontrolled,Store below 30°C,QA11GA01,"Cattle, Poultry, Sheep",,,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026003801,"Sulphadimidine Sodium, Diaveridine",Coxinil,"320, 32",mg/g  ,Powder for oral solution,Oral,1000,g,Jar,36,1,Prescription,Uncontrolled,Store below 30°C,,Poultry,meat,12,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
5600016003901,"Vitamins, Minerals",Multivit CH,,,Oral solution,Oral,1000,ml,Jar,24,1,OTC,Uncontrolled,Store below 25°C,QA11JB,"Cattle, Goat, Horse, Poultry, Sheep",,,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
4000026002501,Albendazole,Albendazole 5%,50,mg/ml,Oral suspension,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QP52AC11,"Camel, Cattle, Goat, Sheep",meat,"Camel, Cattle: 27, Goat, Sheep: 7",Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026002502,Albendazole,Albendazole 5%,50,mg/ml,Oral suspension,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QP52AC11,"Camel, Cattle, Goat, Sheep",meat,"Camel, Cattle: 27, Goat, Sheep: 7",Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
6820026004001,Lactated Ringer’s Solution,Lactated Ringer’s Injection,,,Solution for injection/infusion,Intravenous (not otherwise specified),5000,ml,Bag,24,1,Prescription,Uncontrolled,Store below 30°C,QB05BB,"Cattle, Sheep, Horse, Camel & small animals",,,Saudi Medical Solution Company,SAUDI ARABIA,Saudi Medical Solution Company,SAUDI ARABIA,Saudi Medical Solution Company,Valid,Marketed,Marketed
6820036002501,Albendazole,Pharma Zole 10%,100,mg/ml,Oral suspension,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 25°C,QP52AC11,"Cattle, Goat, Sheep",meat,28,Pharma Care Leading Manufacturing Company Ltd,SAUDI ARABIA,Pharma Care Leading Manufacturing Company Ltd,SAUDI ARABIA,Pharma Care Leading Manufacturing Company Ltd,Valid,Marketed,Marketed
4000026003301,Tilmicosin Phosphate,Tilmovet,250,mg/ml,Oral solution,Oral,60,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01FA91,poultry,meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026002503,Albendazole,Albendazole 2.5%,25,mg/ml,Oral suspension,Oral,500,ml,Bottle,36,1,Prescription,Uncontrolled,Store below 30°C,QP52AC11,"Camel, Cattle, Goat, Sheep",meat,"Camel, Cattle: 27, Goat, Sheep: 7",Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
4000026002201,"Levamisole Hydrochloride, Oxyclozanide",Levazide,"15, 30",mg/ml,Oral suspension,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,,"Cattle, sheep","meat, milk","28, Not used",Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,Marketed,Marketed
